Tdh,2,-0.8222532850423679
Dppa5a,2,-0.8970148532738575
Fam25c,2,-0.7971296200621164
Rn4.5s,2,-0.7516181899092625
Pou5f1,2,-0.907321073573905
Zfp42,2,-0.7979856122542743
Mt2,2,-0.8579719878426885
Slc29a1,2,-0.7856738071655116
Chchd10,2,-0.8957413533558513
Mir690,2,-0.8005610672310168
Mt1,2,-0.8720025318767394
Mir684-1,2,-0.5993854441218888
Gm6083,2,-0.9032772150494817
Mylpf,2,-0.8021245809171483
Sox2,2,-0.8129380449545179
Tdgf1,2,-0.8843694739709036
Mkrn1,2,-0.8815603934315556
1700026D08Rik,2,-0.7545896214860787
Pigp,2,-0.877456171069042
Tcf15,2,-0.8674362934361046
L1td1,2,-0.8602425686150151
Esrrb,2,-0.7229133006549467
Ccnd3,2,-0.7314563249739529
Sept1,2,-0.7117481318622367
Pla2g10os,2,-0.7994279909121466
Nanog,2,-0.7202902119356217
Mybl2,2,-0.77222072903451
Mup13,2,-0.42025300620908584
Hmces,2,-0.7074558868198714
Tcea3,2,-0.7945211624580817
Ddx43,2,-0.7062247290271355
BC018473,2,-0.7520355792068837
Etv4,2,-0.7128144153719757
Tex19.1,2,-0.8211237013699044
Mir6240,2,-0.5850455877862896
Gcsam,2,-0.712623395857225
Trim28,2,-0.8255486749250991
1110036E04Rik,2,-0.7122702278613373
Inf2,2,-0.7078299016403155
Bard1,2,-0.7061944333424226
Itpk1,2,-0.6930033393867634
Gm5712,2,-0.7367041533741032
Mir351,2,-0.5693778825700391
Ung,2,-0.7547255668909227
Nlrp1a,2,-0.8768428405638673
Rab33b,2,-0.7071783613572484
Eif4e3,2,-0.6875767510661458
Jarid2,2,-0.7404460455840753
Pts,2,-0.8041229129216227
Ly6a,2,-0.6209221431922758
Utf1,2,-0.8108596782291002
Fbxo2,2,-0.6765736782728452
Klf2,2,-0.7343539044312644
Api5,2,-0.6868866581263985
Upp1,2,-0.7943030403271362
Mir8095,2,-0.6434665218796466
Socs3,2,-0.6407566644927616
Csrp2,2,-0.7598962941299844
Htra1,2,-0.6689565589100795
Hist1h2ap,2,-0.80540309822874
Mir465c-1,2,-0.521442168704505
1700010I14Rik,2,-0.6835389334737917
Aes,2,-0.6450624876438691
Cyp4f16,2,-0.6889759706575135
Mir465c-2,2,-0.521442168704505
Rasgrp2,2,-0.6838033749617216
Etv5,2,-0.7518689431060934
Mt3,2,-0.6819127221229421
E130012A19Rik,2,-0.7146384623239713
Bcat1,2,-0.6791973431817556
Cenpv,2,-0.7875497087129911
B3gnt7,2,-0.7664439893470343
B230208H11Rik,2,-0.7970120056418704
Mir3100,2,-0.6174293054623438
Acot5,2,-0.6506076610586735
Pmvk,2,-0.6579624167048118
Dppa3,2,-0.637261904636833
Vsig10l,2,-0.6409229533286639
Gbx2,2,-0.6455812250465415
H2-T23,2,-0.6878170118917564
Set,2,-0.7596558370697353
Mgl2,2,-0.8435708475933363
Mt4,2,-0.6338264335455435
